HomeCondition,BuildMaterialQual,YrRD,Remd,TLA,YrBlt,GarCap,Bedrm,TotBaseArea,BasetMinFinArea,BaseFinArea,FirePlaces,Fixtures,PoolArea,TotAcres,SaleDate,Price
4,3,1988,0,1832,1988,2,3,1060,0,1000,1,11,0,0.19,2017.44,225000
5,3,1987,0,1072,1987,2,3,1072,0,900,0,11,0,0.15,2019.47,233500
4,3,1986,0,1232,1986,2,2,1232,0,1100,0,11,0,0.15,2016.69,191000
4,3,1986,0,1232,1986,2,2,1232,0,1100,0,11,0,0.15,2016.69,191000
4,3,1981,0,1102,1981,2,3,1102,0,850,0,8,0,0.29,2021.81,250000
4,3,1987,0,1666,1987,2,4,1084,0,550,0,13,0,0.21,2019.59,234000
4,3,1986,0,1260,1986,2,3,1260,0,850,0,11,0,0.15,2017.57,201000
4,3,2011,4,1154,1988,2,3,1110,0,1000,0,8,0,0.15,2020.56,223000
4,3,1988,0,910,1988,2,2,910,0,600,0,8,0,0.15,2017.55,175000
4,3,1988,0,1058,1988,2,3,1045,0,900,0,11,0,0.15,2020.40,226900
4,3,1992,0,980,1992,3,3,900,0,800,1,8,0,0.23,2016.39,154000
4,3,1992,0,1319,1992,2,3,1305,0,1100,0,11,0,0.17,2021.83,269000
4,3,1992,0,1232,1992,2,2,583,0,550,0,11,0,0.31,2021.91,255000
4,3,1992,0,1232,1992,2,2,583,0,550,0,11,0,0.31,2018.60,205000
5,3,1992,0,1944,1992,2,5,1058,0,0,0,8,0,0.22,2017.70,245000
5,3,1990,0,1458,1990,2,2,1360,0,750,1,11,0,0.18,2021.63,340000
4,3,1991,0,1126,1991,2,3,1084,0,1050,1,11,0,0.18,2019.61,225000
4,3,1991,0,1282,1991,2,3,1215,0,900,0,11,0,0.2,2016.95,190000
4,3,1991,0,1168,1991,2,3,1150,0,750,0,8,0,0.2,2018.93,220000
4,3,1990,0,1199,1990,3,3,1167,0,950,0,10,0,0.3,2022.62,293333.3333
4,3,1991,0,1417,1991,2,3,1339,0,500,1,10,0,0.18,2021.49,272500
4,3,1990,0,1182,1990,2,3,1078,0,800,0,10,0,0.22,2019.53,225000
4,3,1992,0,1446,1992,2,2,1408,0,1000,0,9,0,0.18,2022.68,350000
4,3,1994,0,1294,1994,2,3,1204,0,850,0,11,0,0.21,2020.47,230000
4,3,1994,0,1174,1994,2,3,1116,0,900,0,8,0,0.2,2020.61,235500
4,3,1994,0,1764,1994,2,3,810,0,600,1,14,0,0.37,2022.05,324900
4,3,1993,0,1050,1993,3,3,960,0,900,1,8,0,0.25,2016.25,159000
4,3,1993,0,1320,1993,2,2,1284,700,0,0,11,0,0.2,2017.47,195637
4,3,1993,0,1320,1993,2,2,1284,700,0,0,11,0,0.2,2022.57,270000
4,3,1993,0,1320,1993,2,2,1284,700,0,0,11,0,0.2,2017.89,199900
5,3,2008,3,1461,1993,2,3,743,0,600,0,11,0,0.19,2018.54,245000
4,3,1992,0,1244,1992,2,3,1180,0,900,0,11,0,0.2,2016.56,179629
4,3,1993,0,1936,1993,2,6,1040,0,950,0,14,0,0.25,2020.38,289900
4,3,1993,0,1236,1993,2,3,570,0,450,2,11,0,0.23,2020.60,215500
5,3,1976,0,976,1976,2,3,454,400,0,0,8,0,0.21,2017.94,163333.3333
4,3,1974,0,1078,1974,2,3,450,0,400,0,10,0,0.21,2016.76,166555.5556
4,3,1974,0,1078,1974,2,3,450,0,400,0,10,0,0.21,2022.44,262222.2222
4,3,1975,0,976,1975,2,3,432,0,400,0,8,0,0.21,2018.54,196666.6667
4,3,1976,0,976,1976,2,3,432,0,350,0,7,0,0.21,2016.79,157222.2222
4,3,1976,0,976,1976,2,3,432,0,350,0,7,0,0.21,2019.86,199888.8889
5,3,1974,0,1062,1974,2,3,500,0,400,1,7,0,0.21,2019.45,201111.1111
5,3,1974,0,1062,1974,2,3,500,0,400,1,7,0,0.21,2020.47,227777.7778
4,3,1974,0,1122,1974,2,3,475,0,350,0,10,0,0.21,2017.60,156666.6667
4,3,1974,0,1122,1974,2,3,475,0,350,0,10,0,0.21,2021.40,265555.5556
4,3,1974,0,1122,1974,2,3,475,0,350,0,10,0,0.21,2021.40,265555.5556
4,3,1976,0,1092,1976,2,3,1040,0,700,0,8,0,0.21,2018.79,196666.6667
5,3,1985,0,988,1985,1,2,988,0,700,1,8,0,0.19,2020.17,154166.6667
5,3,1985,0,988,1985,1,2,988,0,700,1,8,0,0.19,2020.17,154166.6667
5,2,1975,0,862,1975,2,2,862,0,750,1,8,0,0.15,2020.56,177500
5,2,1975,0,862,1975,2,2,862,0,750,1,8,0,0.15,2017.50,129083.3333
5,3,1975,0,1038,1975,2,3,1038,0,500,1,8,0,0.16,2020.57,185416.6667
4,3,1975,0,976,1975,2,3,432,0,250,0,8,0,0.19,2016.92,123333.3333
4,3,1974,0,1274,1974,1,3,624,0,500,1,8,0,0.15,2020.97,216000
4,3,1974,0,922,1974,2,3,432,0,400,1,11,0,0.2,2021.67,202500
4,3,1976,0,1086,1976,2,3,456,0,350,1,8,0,0.21,2021.84,230500
4,3,1976,0,1086,1976,2,3,456,0,350,1,8,0,0.21,2018.93,178000
3,3,1975,0,1028,1975,1,3,674,500,0,1,10,0,0.18,2019.16,125000
5,3,1975,0,1068,1975,2,3,488,0,400,1,10,0,0.18,2019.58,185818.1818
5,3,1976,0,1183,1976,2,3,1129,0,750,1,8,0,0.17,2022.53,272727.2727
5,3,1976,0,1028,1976,1,3,960,300,300,1,8,0,0.19,2017.47,153575
4,3,1975,0,1288,1975,2,3,500,0,350,0,10,0,0.18,2019.76,185000
4,3,1976,0,1110,1976,2,3,500,0,450,0,8,0,0.18,2020.47,195000
4,3,1976,0,1110,1976,2,3,500,0,450,0,8,0,0.18,2017.53,167777
3,3,1975,0,1120,1975,2,3,1120,0,800,0,11,0,0.18,2019.34,169383
5,3,1976,0,1028,1976,1,3,696,0,600,1,8,0,0.18,2018.88,186200
5,3,1976,0,1028,1976,1,3,696,0,600,1,8,0,0.18,2020.60,215500
3,3,1976,0,1028,1976,1,3,696,0,500,1,7,0,0.18,2020.40,139000
5,3,1976,0,1080,1976,2,3,456,0,400,1,8,0,0.18,2020.01,220000
5,3,1974,0,1082,1974,2,3,494,0,450,0,10,0,0.18,2019.27,209900
5,3,1974,0,1082,1974,2,3,494,0,450,0,10,0,0.18,2017.21,141000
5,3,1975,0,1440,1975,2,3,456,0,300,1,8,0,0.38,2021.67,275000
4,3,1976,0,1194,1976,2,3,432,0,300,1,8,0,0.24,2017.40,166300
5,3,1975,0,2273,1975,2,3,1066,0,1000,3,15,0,0.18,2017.59,210416.6667
5,3,1975,0,1756,1975,2,3,432,0,300,2,10,0,0.18,2021.56,250000
4,3,1976,0,1092,1976,1,2,832,0,550,1,7,0,0.18,2021.60,185000
4,3,1975,0,1002,1975,1,3,624,0,400,1,7,0,0.18,2020.86,191550
4,3,1975,0,1082,1975,2,3,494,200,200,1,10,0,0.18,2021.87,245000
4,3,2003,0,1222,2003,2,3,600,0,500,0,8,0,0.18,2019.27,209900
4,3,2003,0,1222,2003,2,3,600,0,500,0,8,0,0.18,2020.59,224900
4,3,1975,0,1028,1975,1,3,672,0,600,1,7,0,0.18,2018.44,166500
4,3,1975,0,1028,1975,1,3,672,0,600,1,7,0,0.18,2018.44,166500
4,3,1975,0,1206,1975,2,3,528,0,400,1,8,0,0.18,2022.08,228000
4,3,1975,0,1189,1975,2,3,1189,0,850,0,12,0,0.2,2022.58,290000
4,3,1978,0,1204,1978,2,3,1204,0,850,1,11,0,0.18,2020.53,239000
4,3,1978,0,1259,1978,2,3,1259,0,700,1,10,0,0.18,2020.26,224900
4,3,1978,0,1260,1978,2,3,1260,0,900,1,10,0,0.17,2019.45,190000
4,3,1985,0,1976,1985,2,4,960,0,800,1,10,0,0.22,2020.29,216666.6667
4,3,1981,0,1138,1981,2,3,1120,0,900,1,11,0,0.18,2016.39,189400
3,3,1978,0,1218,1978,2,2,1218,0,900,1,11,0,0.18,2020.97,223000
4,3,1978,0,1002,1978,2,3,432,0,350,1,12,0,0.18,2017.64,177500
4,3,1978,0,1002,1978,2,3,432,0,350,1,12,0,0.18,2020.20,197000
4,3,1987,0,996,1987,2,2,996,0,750,1,10,0,0.17,2020.75,234000
4,3,1985,0,1299,1985,2,3,1299,0,700,0,11,0,0.17,2018.21,214900
4,3,1983,0,1106,1983,2,2,716,0,600,0,11,0,0.21,2016.30,154090.9091
4,3,1983,0,1106,1983,2,2,716,0,600,0,11,0,0.21,2017.72,181818.1818
4,3,1985,0,1068,1985,2,3,1040,0,700,0,8,0,0.18,2016.60,185000
4,3,1977,0,1131,1977,1,3,1131,0,900,1,10,0,0.17,2019.47,195000
4,3,1986,0,1101,1986,2,3,1057,0,600,0,10,0,0.17,2021.68,302000
4,3,1985,0,1260,1985,2,3,1232,0,900,0,11,0,0.2,2020.40,222000
5,3,1986,0,1262,1986,2,3,1262,0,800,0,12,0,0.17,2022.08,320500
5,3,1986,0,1232,1986,2,3,1232,0,1000,0,13,0,0.17,2019.49,239900
5,3,1986,0,2038,1986,2,3,960,0,400,2,14,0,0.21,2022.05,319090.9091
4,3,1982,0,1350,1982,2,3,1338,0,950,2,8,0,0.18,2021.02,260000
5,3,1978,0,1202,1978,2,3,1202,0,950,1,12,0,0.17,2021.58,269000
5,3,1978,0,1202,1978,2,3,1202,0,950,1,12,0,0.17,2016.51,195500
5,3,1987,0,1260,1987,2,3,1260,0,900,1,11,0,0.17,2019.58,262000
5,3,1987,0,1260,1987,2,3,1260,0,900,1,11,0,0.17,2019.58,262000
4,3,1988,0,1232,1988,2,3,1232,0,900,0,12,0,0.17,2016.94,205000
4,3,1986,0,1272,1986,2,3,520,0,400,0,11,0,0.17,2019.05,189000
4,3,1988,0,1530,1988,2,3,756,0,600,1,10,0,0.16,2021.26,247000
4,3,1984,0,1293,1984,2,3,1293,0,1000,0,8,0,0.18,2022.61,280000
4,3,1984,0,1293,1984,2,3,1293,0,1000,0,8,0,0.18,2022.61,280000
4,3,1984,0,1162,1984,2,3,552,0,500,0,9,0,0.21,2022.17,227272.7273
4,3,1984,0,1162,1984,2,3,552,0,500,0,9,0,0.21,2017.68,164545.4545
4,3,1996,6,1553,1981,2,3,1043,0,900,0,11,0,0.21,2017.26,178090.9091
5,3,1979,0,1046,1979,2,3,432,0,400,1,7,0,0.16,2017.68,171000
4,3,1979,0,1210,1979,2,3,432,0,350,1,8,0,0.21,2017.03,135000
3,3,1979,0,1157,1979,1,3,1135,0,850,1,10,0,0.18,2017.23,129166.6667
4,3,1990,0,1080,1990,2,3,1080,0,550,0,11,0,0.18,2016.58,173000
4,3,1986,0,1080,1986,1,3,760,0,650,0,10,0,0.18,2021.39,195000
4,3,1988,0,1386,1988,2,2,1386,0,700,0,11,0,0.18,2021.72,250000
4,3,1987,0,1045,1987,2,3,1045,0,0,1,11,0,0.21,2022.55,265000
4,3,1987,0,936,1987,2,3,936,0,500,0,11,0,0.16,2021.09,224900
4,3,2004,4,1920,1986,2,4,960,0,800,1,10,0,0.19,2016.69,225000
4,3,2004,4,1920,1986,2,4,960,0,800,1,10,0,0.19,2018.79,249900
4,3,1978,0,1344,1978,2,3,648,0,400,1,8,0,0.16,2018.43,198000
4,3,1978,0,1344,1978,2,3,648,0,400,1,8,0,0.16,2022.28,273000
5,3,1988,0,1236,1988,2,3,528,0,500,0,11,0,0.17,2022.61,280000
5,3,1979,0,1164,1979,2,3,1120,0,1000,1,8,0,0.19,2016.88,199500
4,3,1986,0,1920,1986,2,3,960,0,900,0,14,0,0.17,2020.66,235000
5,3,2013,5,1742,1986,2,3,682,0,500,1,10,0,0.19,2018.38,237000
5,3,1986,0,1920,1986,2,4,960,0,800,1,14,0,0.19,2016.18,220000
4,3,1987,0,1169,1987,2,3,1169,0,500,0,8,0,0.21,2017.01,174500
4,3,1987,0,1169,1987,2,3,1169,0,500,0,8,0,0.21,2018.86,199800
4,3,1985,0,1496,1985,2,2,1496,0,750,0,11,0,0.21,2020.89,222272.7273
4,3,1978,0,1290,1978,2,3,522,0,400,1,8,0,0.21,2020.58,206363.6364
4,3,1978,0,1290,1978,2,3,522,0,400,1,8,0,0.21,2017.10,170454.5455
4,3,1978,0,1002,1978,2,3,432,0,400,1,7,0,0.19,2017.60,175900
4,3,1978,0,1002,1978,2,3,432,0,400,1,7,0,0.19,2021.49,235000
4,3,1979,0,1140,1979,2,2,1080,0,550,1,11,0,0.19,2018.03,190000
4,3,1979,0,1140,1979,2,2,1080,0,550,1,11,0,0.19,2021.57,270000
4,3,1979,0,1311,1979,2,3,1311,0,850,1,9,0,0.21,2018.55,219500
4,3,1977,0,1100,1977,2,3,1100,0,1050,1,11,0,0.19,2020.02,187500
4,3,1978,0,1232,1978,2,3,594,0,450,1,13,0,0.19,2020.21,172500
5,3,2009,5,1180,1988,2,3,528,0,400,1,8,0,0.21,2016.88,179444.4444
4,3,1978,0,1114,1978,2,3,504,0,500,1,8,0,0.21,2017.01,180555.5556
4,3,1978,0,1114,1978,2,3,504,0,500,1,8,0,0.21,2020.91,237222.2222
4,3,1978,0,1254,1978,2,3,440,0,400,1,8,0,0.21,2020.79,216666.6667
4,3,1988,0,1079,1988,2,3,1072,0,800,1,11,0,0.21,2017.16,211111.1111
4,3,1988,0,1152,1988,2,3,780,0,700,1,11,0,0.21,2016.38,210000
4,3,1985,0,1680,1985,2,3,960,0,750,0,10,0,0.21,2019.56,250000
4,3,1985,0,1680,1985,2,3,960,0,750,0,10,0,0.21,2020.90,274444.4444
4,3,1985,0,1680,1985,2,3,960,0,750,0,10,0,0.21,2021.87,308888.8889
4,3,1988,0,1405,1988,2,3,1356,0,900,1,11,0,0.21,2022.22,344444.4444
4,3,1977,0,1232,1977,2,3,1232,0,1100,1,11,0,0.21,2019.80,227777.7778
4,3,1987,0,1943,1987,2,4,839,0,750,0,13,0,0.21,2017.31,215000
4,3,1984,0,1215,1984,2,3,1215,0,1000,1,8,0,0.21,2018.93,215500
4,3,1986,0,1170,1986,2,2,1090,0,850,1,12,0,0.21,2021.59,282000
5,3,2015,5,1731,1986,2,3,1008,0,750,1,11,0,0.25,2017.54,245000
4,3,1987,0,1534,1987,2,3,748,0,500,1,10,0,0.2,2021.63,285000
4,3,1988,0,1760,1988,2,4,624,0,500,1,12,0,0.21,2019.81,250000
4,3,1986,0,1583,1986,2,3,879,0,700,1,13,0,0.21,2019.81,257000
4,3,1985,0,1184,1985,2,3,1176,0,0,0,8,0,0.21,2021.59,220000
5,3,1987,0,1583,1987,2,3,839,0,400,1,10,0,0.21,2016.89,206900
5,3,1987,0,1583,1987,2,3,839,0,400,1,10,0,0.21,2020.47,250000
4,3,1987,0,1300,1987,2,3,680,0,600,1,10,0,0.21,2020.65,229000
5,3,1987,0,1260,1987,2,3,621,0,550,0,10,0,0.21,2020.58,235000
5,3,1987,0,1260,1987,2,3,621,0,550,0,10,0,0.21,2021.36,248800
5,3,1986,0,1754,1986,2,3,1006,0,800,1,13,0,0.21,2019.47,267500
4,3,1985,0,1300,1985,2,3,628,0,450,0,10,0,0.21,2019.01,198755
4,3,1984,0,1012,1984,2,2,970,0,750,0,8,0,0.21,2016.52,171000
4,3,1983,0,1146,1983,2,3,1120,0,950,0,11,0,0.21,2016.55,175000
4,3,1984,0,1046,1984,2,3,1040,0,800,0,8,0,0.21,2017.46,189000
4,3,1983,0,1652,1983,2,3,1008,0,900,1,8,0,0.2,2021.83,331000
4,3,1983,0,1632,1983,2,4,936,0,800,0,11,0,0.25,2017.54,231000
4,3,1987,0,1285,1987,2,3,649,550,0,1,10,0,0.25,2019.53,211700
4,3,1989,0,1583,1989,2,3,839,0,450,0,10,0,0.23,2021.03,225000
4,3,1988,0,1197,1988,2,3,539,0,500,0,10,0,0.21,2021.34,240000
5,3,2012,5,1312,1988,2,3,588,0,500,0,11,0,0.21,2018.59,199000
4,3,1988,0,1300,1988,2,3,628,0,550,0,11,0,0.23,2021.48,260500
4,3,1987,0,1512,1987,2,3,744,0,550,1,10,0,0.23,2019.66,235000
4,3,1986,0,1587,1986,2,3,843,0,500,1,13,0,0.21,2022.50,310000
4,3,1985,0,1720,1985,2,3,936,0,650,1,11,0,0.21,2021.68,295000
4,3,1985,0,1001,1985,3,2,948,0,550,0,9,0,0.23,2019.02,205000
4,3,1985,0,1452,1985,2,3,714,0,600,1,14,0,0.23,2018.28,225000
4,3,1984,0,1166,1984,2,3,568,0,500,1,10,0,0.21,2016.94,174900
4,3,1984,0,1166,1984,2,3,568,0,450,1,8,0,0.21,2017.86,177000
4,3,1984,0,984,1984,2,2,942,0,900,0,9,0,0.21,2020.85,205000
4,3,1984,0,984,1984,2,2,942,0,900,0,9,0,0.21,2016.51,168500
5,3,1984,0,1517,1984,2,3,746,0,250,1,10,0,0.21,2018.32,214000
4,3,1985,0,1800,1985,2,3,972,0,600,1,11,0,0.23,2019.28,248500
4,3,1985,0,1436,1985,2,3,1004,0,650,1,11,0,0.23,2021.16,248000
4,3,1985,0,1436,1985,2,3,1004,0,650,1,11,0,0.23,2021.59,330000
5,3,1975,0,1086,1975,2,3,475,0,400,1,10,0,0.19,2016.41,155500
4,3,1990,0,1616,1990,3,3,864,0,700,1,13,0,0.19,2017.53,218000
4,3,1991,0,1200,1991,2,3,606,0,350,1,11,0,0.25,2020.63,230000
4,3,1991,0,1330,1991,2,2,1320,650,0,1,13,0,0.22,2019.66,235000
4,3,1991,0,1414,1991,2,3,1368,0,1050,1,11,0,0.21,2016.91,210500
4,3,1991,0,1222,1991,2,3,550,0,500,0,8,0,0.18,2017.43,182900
4,3,1990,0,1434,1990,3,3,840,0,400,2,9,0,0.27,2016.56,198500
4,3,1990,0,1434,1990,3,3,840,0,400,2,9,0,0.27,2022.27,315000
4,3,1991,0,1286,1991,2,3,1286,0,750,1,11,0,0.27,2019.91,235000
4,3,1991,0,1286,1991,2,3,1286,0,750,1,11,0,0.27,2017.90,215000
4,3,1990,0,1776,1990,2,3,876,0,800,2,14,0,0.18,2022.36,340750
4,3,1990,0,1856,1990,2,2,1758,0,1200,1,12,0,0.27,2020.51,275000
4,3,1989,0,1446,1989,2,3,1310,0,1250,1,11,0,0.23,2021.31,250000
4,3,1990,0,1372,1990,2,3,1356,0,1000,1,11,0,0.17,2020.48,239500
4,3,1989,0,2052,1989,3,4,1008,450,0,1,11,0,0.3,2017.28,229900
4,3,1967,0,1080,1967,2,3,1080,0,800,0,8,0,0.19,2018.84,186000
4,3,1967,0,1080,1967,2,3,1080,0,800,0,8,0,0.19,2021.71,265000
3,2,1968,0,875,1968,1,2,875,500,0,0,7,0,0.21,2020.82,166666.6667
5,3,2016,5,1020,1973,2,3,475,0,400,0,8,0,0.2,2016.55,166111.1111
5,3,2016,5,1020,1973,2,3,475,0,400,0,8,0,0.2,2021.43,244444.4444
5,3,1973,0,1020,1973,2,3,475,0,400,0,9,0,0.2,2021.84,227000
5,3,1973,0,1020,1973,2,3,475,0,400,0,9,0,0.2,2018.52,178000
4,2,1966,0,925,1966,1,2,925,0,900,0,9,0,0.17,2018.20,142000
4,2,1966,0,1032,1966,1,3,1032,500,0,0,11,0,0.21,2022.19,231025
5,3,1967,0,1364,1967,2,3,1184,650,0,1,8,0,0.21,2021.08,259900
5,2,1967,0,1024,1967,1,3,1000,0,1000,0,11,0,0.22,2017.54,161727.2727
5,3,2011,6,1305,1977,2,3,1305,0,1150,1,13,0,0.22,2017.72,205833.3333
4,3,1980,0,1327,1980,2,3,1327,0,1200,1,12,0,0.2,2019.05,199166.6667
4,3,1980,0,1327,1980,2,3,1327,0,1200,1,12,0,0.2,2022.25,279166.6667
5,3,2015,5,1350,1977,2,3,1350,0,1000,1,12,0,0.25,2016.29,224000
5,3,1985,0,1145,1985,2,3,1061,0,700,0,11,0,0.17,2018.84,199000
5,3,1978,0,1488,1978,2,2,1440,0,1000,1,13,0,0.3,2019.83,269000
4,3,1976,0,1346,1976,2,3,650,0,600,1,12,0,0.18,2019.93,220000
4,3,1977,0,1460,1977,2,2,1460,0,1400,1,13,0,0.17,2016.60,209900
4,3,1977,0,1343,1977,2,3,676,0,650,1,12,0,0.17,2021.01,240001
5,3,1969,0,1034,1969,2,3,456,0,400,0,7,0,0.23,2018.37,176000
5,3,1969,0,1204,1969,2,3,528,0,450,0,11,0,0.22,2020.86,259000
4,3,1974,0,1733,1974,2,3,591,400,0,1,11,0,0.19,2022.08,255000
4,3,2001,5,1420,1968,2,3,1420,0,700,0,11,0,0.22,2019.65,211500
5,3,2012,7,1384,1971,2,3,494,0,450,1,11,0,0.24,2021.63,267222.2222
5,3,2016,1,1020,1974,2,3,450,0,400,1,9,0,0.14,2020.89,250000
5,3,1975,0,1062,1975,2,3,1062,0,1000,0,9,0,0.2,2020.76,224900
4,3,1977,0,2146,1977,2,4,676,0,600,1,14,0,0.24,2018.76,223500
4,3,1973,0,1869,1973,2,4,870,0,250,1,8,0,0.33,2018.53,218000
3,3,1974,0,1492,1974,3,3,876,0,850,1,12,0,0.24,2017.98,160000
4,3,1974,0,2373,1974,2,4,997,0,800,1,14,0,0.27,2021.68,295000
4,3,1974,0,1748,1974,2,3,591,0,400,1,10,0,0.25,2018.05,209000
5,3,1977,0,1568,1977,2,3,618,0,500,1,11,0,0.27,2020.47,250000
4,3,1968,0,1498,1968,2,3,898,0,700,1,8,0,0.25,2016.38,179900
4,3,1971,0,2206,1971,2,3,1002,0,850,1,14,0,0.27,2019.49,276000
4,3,1972,0,1794,1972,2,3,1794,0,1200,1,13,0,0.27,2020.52,260000
3,3,1969,0,1953,1969,2,4,850,0,0,1,10,0,0.28,2020.04,210000
4,3,1975,0,1560,1975,2,3,468,0,450,1,11,0,0.24,2017.24,180000
5,3,2001,5,1578,1974,2,3,528,0,400,1,8,0,0.25,2020.48,249334
4,3,1977,0,1484,1977,2,3,690,0,400,1,10,0,0.27,2019.61,225000
5,3,1976,0,1784,1976,2,3,520,0,250,1,10,0,0.26,2017.56,216000
5,3,1977,0,1620,1977,2,3,480,0,400,1,10,0,0.3,2018.99,239900
4,3,1974,0,1836,1974,2,3,598,0,350,1,11,0,0.24,2022.31,291001
4,3,1975,0,1368,1975,2,3,759,0,750,2,12,0,0.3,2016.55,255444.4444
5,3,1976,0,1404,1976,2,3,676,0,450,1,8,0,0.25,2022.04,282500
5,3,1977,0,1678,1977,2,3,520,0,400,1,11,0,0.27,2019.50,248000
5,3,1977,0,2307,1977,2,3,1093,0,700,1,16,0,0.31,2020.93,316000
5,3,1977,0,2307,1977,2,3,1093,0,700,1,16,0,0.31,2016.95,262500
4,3,1974,0,2158,1974,2,4,520,500,0,1,12,0,0.4,2018.84,252111.1111
4,3,1977,0,1479,1977,2,3,1479,0,1400,2,12,0,0.32,2018.09,235555.5556
4,3,1976,0,1258,1976,2,3,594,0,500,1,11,0,0.23,2019.41,186363.6364
4,3,1976,0,1258,1976,2,3,594,0,500,1,11,0,0.23,2022.42,247727.2727
4,3,1976,0,1258,1976,2,3,594,0,500,1,11,0,0.23,2016.36,163181.8182
4,3,1974,0,1065,1974,2,3,1025,600,0,0,9,0,0.19,2018.32,180000
4,3,1974,0,994,1974,2,3,432,0,300,1,8,0,0.25,2016.39,147000
4,2,1974,0,1000,1974,2,3,1000,900,0,0,9,0,0.16,2016.60,136363.6364
4,2,1974,0,1000,1974,2,3,1000,900,0,0,9,0,0.16,2021.38,202727.2727
4,3,1972,0,1232,1972,2,3,1184,0,950,1,12,0,0.17,2020.80,202636.3636
4,3,1975,0,1106,1975,2,3,528,0,500,0,10,0,0.38,2017.63,154545.4545
4,3,1975,0,1106,1975,2,3,528,0,500,0,10,0,0.38,2021.63,236363.6364
4,3,1998,5,1102,1969,2,3,1102,850,0,0,11,0,0.27,2021.94,218181.8182
5,3,1974,0,1034,1974,2,3,475,0,450,1,9,0,0.14,2018.94,225000
5,3,2017,6,1596,1970,2,3,672,0,600,1,10,0,0.17,2018.06,199900
5,3,1974,0,1334,1974,2,3,1334,0,700,1,12,0,0.21,2020.78,221500
4,3,1975,0,1512,1975,2,3,400,0,200,1,10,0,0.18,2022.66,269000
5,2,2008,6,1285,1972,2,2,1235,0,900,1,10,0,0.23,2020.05,226500
5,3,1974,0,1086,1974,2,2,1032,450,500,0,8,0,0.18,2016.81,160000
4,3,1973,0,986,1973,1,3,648,0,300,0,7,0,0.2,2019.59,158000
5,3,2003,5,1019,1974,2,3,475,0,350,0,7,0,0.2,2016.53,156000
5,3,1968,0,1092,1968,2,3,1092,0,750,0,11,0,0.19,2021.98,250000
5,3,1968,0,1015,1968,2,2,1015,0,950,0,11,0,0.17,2018.31,194000
5,3,1973,0,972,1973,2,2,972,0,700,0,9,0,0.17,2020.73,243000
4,3,1974,0,1096,1974,2,3,1040,1000,0,0,8,0,0.31,2022.65,272222.2222
5,3,1972,0,1198,1972,2,3,636,0,550,1,10,0,0.15,2016.25,159000
5,3,1972,0,1198,1972,2,3,636,0,550,1,10,0,0.15,2020.10,205000
5,3,1973,0,1270,1973,2,3,1175,850,0,1,11,0,0.18,2019.95,217000
5,3,1969,0,1568,1969,2,3,672,500,0,1,12,0,0.21,2020.27,267000
4,3,1973,0,1404,1973,2,3,1120,0,800,1,11,0,0.19,2018.19,187500
5,3,2016,5,1443,1968,2,3,1150,0,1000,0,8,0,0.22,2017.33,193000
4,3,1977,0,1624,1977,2,3,847,0,800,1,10,0,0.23,2018.57,197500
4,3,1977,0,1624,1977,2,3,847,0,800,1,10,0,0.23,2020.86,247950
5,2,1974,0,1208,1974,2,3,1208,900,0,0,10,0,0.21,2020.22,195000
4,3,1977,0,1432,1977,2,3,1432,0,850,1,11,0,0.24,2017.41,190500
5,3,2005,5,1780,1974,2,3,384,0,300,1,8,0,0.24,2020.08,255000
4,3,1974,0,1228,1974,2,3,598,0,500,1,10,0,0.35,2018.58,172727.2727
4,3,1974,0,1244,1974,2,3,576,0,450,1,10,0,0.25,2022.02,218181.8182
5,3,1976,0,1250,1976,2,3,594,0,550,1,10,0,0.22,2016.36,156363.6364
4,3,1974,0,1438,1974,2,2,1120,0,500,1,10,0,0.28,2019.79,190000
4,3,1974,0,1194,1974,2,3,528,0,400,1,10,0,0.26,2022.61,232000
4,3,1973,0,1316,1973,2,2,1252,0,1000,1,11,0,0.25,2020.32,195400
4,3,1973,0,1110,1973,2,3,806,0,650,1,8,0,0.26,2016.50,149900
4,3,1971,0,1611,1971,2,3,1470,0,1200,1,12,0,0.29,2022.53,280000
4,3,1971,0,2166,1971,2,4,1088,0,350,1,10,0,0.24,2021.55,265000
4,3,1971,0,2166,1971,2,4,1088,0,350,1,10,0,0.24,2019.48,215000
4,3,1977,0,1812,1977,2,3,728,0,350,1,11,0,0.21,2018.88,230000
5,3,1976,0,1657,1976,2,3,728,0,700,2,11,0,0.34,2017.69,229900
5,3,1976,0,1657,1976,2,3,728,0,700,2,11,0,0.34,2020.56,271000
3,3,1974,0,2448,1974,2,3,1201,0,500,1,16,0,0.33,2016.31,215000
3,3,1974,0,2448,1974,2,3,1201,0,500,1,16,0,0.33,2021.41,290000
4,3,1975,0,1480,1975,2,4,772,0,700,1,11,0,0.24,2020.40,229000
4,3,1974,0,1526,1974,2,3,1120,0,0,1,10,0,0.28,2016.44,181900
4,3,1974,0,1854,1974,2,3,520,400,0,1,11,0,0.26,2017.50,200000
4,3,1973,0,1985,1973,2,4,675,350,0,1,13,0,0.24,2016.20,190000
4,3,1969,0,1880,1969,2,4,700,0,450,1,12,0,0.3,2019.02,242500
5,3,2006,5,2980,1974,2,4,929,0,700,1,18,0,0.29,2017.59,275000
4,3,1975,0,2446,1975,2,3,784,0,400,1,14,0,0.39,2017.13,230000
5,3,1976,0,1723,1976,2,3,906,0,650,1,13,0,0.26,2017.47,230000
