HomeCondition,BuildMaterialQual,YrRD,Remd,TLA,YrBlt,GarCap,Bedrm,TotBaseArea,BasetMinFinArea,BaseFinArea,FirePlaces,Fixtures,PoolArea,TotAcres,SaleDate,Price
3,3,1947,0,945,1947,1,2,945,0,0,0,6,0,0.16,2020.04,155000
3,3,1958,0,1511,1958,1,3,1511,0,1300,0,12,0,0.17,2018.17,158000
4,3,1956,0,1435,1956,1,2,945,0,400,0,8,0,0.18,2022.06,250000
5,2,1998,7,916,1947,1,2,916,0,500,0,7,0,0.15,2018.15,153000
4,3,1953,0,1020,1953,1,3,1020,400,0,0,8,0,0.2,2019.90,174000
4,3,1955,0,1239,1955,2,3,1239,0,500,0,7,0,0.2,2019.51,192000
5,2,2011,7,918,1945,1,2,918,0,500,1,8,0,0.2,2020.71,196000
5,3,2007,5,1099,1946,2,3,1075,400,0,0,8,0,0.17,2018.69,166500
4,3,1947,0,1037,1947,1,2,1037,550,0,2,8,0,0.2,2021.70,261100
4,3,1949,0,1209,1949,2,2,971,0,650,0,8,0,0.17,2018.06,147000
5,3,2012,7,942,1949,1,2,942,0,500,0,8,0,0.16,2020.30,209000
4,2,2017,9,1215,1945,1,2,855,0,500,0,8,0,0.16,2021.61,184000
5,3,2016,6,1027,1948,2,2,1027,0,900,0,9,0,0.18,2019.89,197222.2222
5,3,2016,6,1027,1948,2,2,1027,0,900,0,9,0,0.18,2016.78,185555.5556
4,2,1948,0,890,1948,1,2,890,0,400,0,5,0,0.16,2017.47,185714.2857
4,2,1948,0,890,1948,1,2,890,0,400,0,5,0,0.16,2021.56,250000
4,2,1948,0,890,1948,1,2,890,0,400,0,5,0,0.16,2018.65,202857.1429
5,2,2013,7,981,1945,1,2,981,450,0,2,5,0,0.16,2022.42,241000
5,3,1945,0,1061,1945,2,2,1061,0,900,0,8,0,0.17,2020.70,280000
4,3,1999,5,1137,1973,2,3,520,0,400,1,10,0,0.23,2022.58,290000
4,3,1999,5,1137,1973,2,3,520,0,400,1,10,0,0.23,2019.39,195000
4,4,1958,0,2622,1958,2,4,1079,250,0,1,14,0,0.34,2016.49,334500
6,3,2018,6,1350,1955,1,3,1350,0,1050,0,9,0,0.22,2018.96,262900
4,3,2006,7,1293,1959,1,3,1258,0,700,0,10,0,0.22,2021.67,275000
3,3,1956,0,1190,1956,1,2,1190,500,450,1,12,0,0.21,2017.47,179900
4,3,1956,0,1265,1956,1,3,1265,1100,0,0,8,0,0.23,2017.59,169900
4,3,2005,9,1178,1959,1,3,1178,0,1000,0,8,0,0.21,2018.83,193000
4,3,1957,0,1390,1957,1,3,1082,0,750,2,10,0,0.21,2022.35,329000
4,3,1956,0,1450,1956,2,3,1219,800,0,2,8,0,0.24,2021.89,250000
3,3,1960,0,1455,1960,1,3,1323,550,0,0,8,0,0.21,2017.30,168000
5,3,2018,7,1372,1960,2,2,1272,0,1100,0,11,0,0.22,2016.47,209000
5,3,2018,7,1372,1960,2,2,1272,0,1100,0,11,0,0.22,2022.30,375000
5,3,1959,0,1985,1959,3,3,1433,0,1100,2,10,0,0.25,2020.95,280000
4,3,1959,0,1250,1959,1,3,1250,0,0,0,9,0,0.25,2016.24,163500
4,3,2018,9,1600,1959,2,3,1600,0,1400,0,8,0,0.22,2018.37,172500
4,3,1959,0,1010,1959,2,2,1010,500,0,0,8,0,0.18,2021.84,227000
4,3,1957,0,1338,1957,1,3,312,0,300,0,7,0,0.21,2017.35,154900
4,3,1957,0,1338,1957,1,3,312,0,300,0,7,0,0.21,2021.78,225000
4,3,1958,0,1298,1958,1,3,974,400,300,1,6,0,0.21,2018.17,165000
5,3,1959,0,1298,1959,1,3,974,0,750,1,8,0,0.21,2022.13,285000
5,3,1959,0,1298,1959,1,3,974,0,750,1,8,0,0.21,2016.59,172000
5,3,1959,0,1298,1959,1,3,974,0,750,1,8,0,0.21,2016.59,172000
4,3,1959,0,1052,1959,1,3,1025,500,0,0,9,0,0.21,2018.20,156000
4,3,1959,0,1052,1959,1,3,1025,500,0,0,9,0,0.21,2017.20,135000
4,3,1960,0,1197,1960,1,3,1197,550,0,1,8,0,0.21,2022.05,251000
4,3,1960,0,1197,1960,1,3,1197,550,0,1,8,0,0.21,2022.05,251000
4,3,1959,0,1107,1959,1,3,1107,450,400,1,9,0,0.2,2016.91,145000
5,3,2011,7,1642,1958,2,3,1158,0,550,0,9,0,0.2,2018.24,180000
5,3,1998,7,1320,1960,1,3,1025,0,750,1,8,0,0.21,2022.25,290000
4,3,1959,0,1430,1959,2,3,647,250,0,1,10,0,0.24,2021.41,255000
5,3,2017,4,1260,1959,2,2,1260,500,0,2,8,0,0.22,2017.97,195000
4,3,2001,5,1045,1959,1,3,1045,0,850,0,8,0,0.22,2016.83,145000
4,3,1958,0,1141,1958,1,3,1141,0,900,1,8,0,0.2,2019.98,188000
4,3,1956,0,1438,1956,2,3,1438,1400,0,0,9,0,0.2,2022.17,275000
4,3,1972,0,1749,1972,2,3,400,300,50,0,10,0,0.23,2021.06,233900
4,3,1972,0,1749,1972,2,3,400,300,50,0,10,0,0.23,2016.60,185000
4,3,1971,0,1348,1971,2,3,721,600,0,0,10,0,0.23,2017.67,165000
5,3,1962,0,1556,1962,2,3,792,0,700,1,12,0,0.27,2020.66,352000
5,3,1959,0,1781,1959,2,2,1781,0,1150,2,10,0,0.48,2016.98,181153.8462
5,3,2017,7,1417,1957,1,3,1025,0,500,1,9,0,0.21,2016.94,136000
5,3,2017,7,1417,1957,1,3,1025,0,500,1,9,0,0.21,2018.23,188000
4,3,1957,0,1217,1957,2,3,1217,900,0,2,9,0,0.21,2021.33,200000
3,3,1960,0,1240,1960,1,3,1240,0,800,0,8,0,0.22,2019.54,187900
4,3,1959,0,1830,1959,2,3,550,0,550,0,11,0,0.23,2016.59,240000
5,2,1947,0,928,1947,1,2,928,0,800,2,10,0,0.16,2019.67,225781.25
5,2,1947,0,928,1947,1,2,928,0,800,2,10,0,0.16,2022.63,375000
4,3,1969,0,1637,1969,2,3,1377,0,1150,1,11,0,0.23,2016.77,205000
4,3,1974,0,1300,1974,2,3,728,0,550,1,10,0,0.24,2019.97,230000
4,3,1999,5,921,1952,1,2,921,0,700,0,9,0,0.18,2021.80,199500
4,3,1999,5,921,1952,1,2,921,0,700,0,9,0,0.18,2022.05,209000
4,3,1999,5,921,1952,1,2,921,0,700,0,9,0,0.18,2019.63,168000
4,3,1999,5,921,1952,1,2,921,0,700,0,9,0,0.18,2017.36,143000
4,3,1999,5,921,1952,1,2,921,0,700,0,9,0,0.18,2017.36,143000
5,3,2008,6,2304,1950,2,3,2304,0,0,0,12,0,0.45,2020.10,312500
4,4,2009,4,2145,1955,1,5,1347,750,0,0,12,0,0.48,2022.39,370192.3077
6,4,2017,6,2393,1972,2,4,1105,0,850,1,15,0,0.55,2018.58,326923.0769
4,3,1966,0,1556,1966,1,3,772,0,600,1,9,0,0.18,2017.83,207000
4,3,2014,0,1209,2014,2,2,1209,0,800,0,11,0,0.25,2021.96,408571.4286
4,3,2014,0,1467,2014,2,3,1467,0,0,0,9,0,0.25,2021.68,331250
5,3,2018,5,864,1952,1,2,864,0,700,0,8,0,0.21,2019.13,178500
4,2,2006,4,842,1952,2,2,842,0,700,0,8,0,0.15,2020.78,187500
4,3,1957,0,1512,1957,1,2,1512,1100,0,0,12,0,0.43,2022.11,315000
4,3,1957,0,1512,1957,1,2,1512,1100,0,0,12,0,0.43,2017.33,199999
4,4,2001,6,2479,1959,2,4,1664,850,0,1,13,0,0.45,2020.73,339000
5,4,1954,0,2157,1954,3,3,1371,0,800,2,12,0,0.34,2021.73,470000
5,3,1986,0,1491,1986,5,3,1461,0,1100,1,12,0,0.49,2017.37,269230.7692
4,3,1951,0,1968,1951,2,4,864,0,500,2,10,0,0.39,2016.37,194900
4,3,2019,0,1696,2019,5,2,1696,0,1150,1,13,0,0.4,2020.83,420330
4,3,1962,0,1994,1962,4,4,1281,0,0,2,8,0,0.32,2017.44,194500
4,3,1962,0,1994,1962,4,4,1281,0,0,2,8,0,0.32,2017.44,194500
4,3,1962,0,1994,1962,4,4,1281,0,0,2,8,0,0.32,2017.44,194500
4,3,1962,0,1994,1962,4,4,1281,0,0,2,8,0,0.32,2017.44,194500
4,3,2010,7,1364,1956,2,2,1364,0,600,1,10,0,0.21,2021.67,220000
5,3,1959,0,1280,1959,2,3,1280,750,0,1,9,0,0.27,2022.30,285000
4,3,1955,0,1502,1955,2,3,1502,0,750,2,11,0,0.31,2019.01,195500
4,3,1959,0,1684,1959,2,3,1204,0,750,1,11,0,0.29,2021.80,306000
6,3,2018,7,1244,1955,2,3,1100,0,800,0,9,0,0.3,2019.23,243000
4,3,2010,5,1667,1956,1,3,550,0,450,0,11,0,0.27,2020.66,221000
3,3,1958,0,1514,1958,2,3,1152,0,1050,2,10,0,0.19,2016.92,186000
5,3,1955,0,1216,1955,2,2,1216,0,1150,2,11,0,0.37,2020.79,279000
4,3,1955,0,1699,1955,2,3,1681,0,1200,1,11,0,0.24,2016.53,204000
3,3,1956,0,1563,1956,2,3,1563,800,0,0,11,0,0.28,2022.31,250000
5,3,2016,4,1140,1957,2,3,500,0,400,0,9,0,0.25,2016.56,140000
5,3,2016,4,1140,1957,2,3,500,0,400,0,9,0,0.25,2019.35,185000
5,3,2018,4,1220,1954,2,3,1220,1000,0,0,10,0,0.25,2018.58,200000
5,3,2018,4,1220,1954,2,3,1220,1000,0,0,10,0,0.25,2018.58,200000
5,3,2021,6,1197,1959,1,3,1197,1100,0,1,10,0,0.18,2022.13,285000
5,3,2012,7,1479,1956,1,3,1193,0,1100,0,11,0,0.24,2019.63,240500
4,3,1958,0,1272,1958,1,2,1272,0,1000,0,9,0,0.21,2022.53,280000
5,3,1954,0,1219,1954,2,3,1219,0,950,2,10,0,0.21,2021.46,282500
4,3,2018,4,935,1954,1,2,818,450,50,0,8,0,0.14,2019.94,150000
5,3,2018,6,1129,1956,2,2,1076,0,1000,2,8,0,0.23,2018.73,194000
4,3,1957,0,1520,1957,2,2,1520,1350,0,2,9,0,0.36,2020.69,229900
5,3,1959,0,1576,1959,4,3,1576,0,800,1,11,0,0.33,2020.75,418750
5,3,2012,5,1026,1957,1,2,1008,0,900,1,8,0,0.21,2016.76,168500
5,3,1967,0,1330,1967,3,2,1330,0,1250,0,9,0,0.28,2019.51,244900
4,3,2015,4,936,1973,2,3,910,0,750,0,8,0,0.17,2016.99,149500
4,3,1972,0,976,1972,2,3,432,0,400,0,9,0,0.25,2016.97,144900
4,3,1960,0,1075,1960,1,3,1075,0,850,0,8,0,0.33,2020.42,193000
4,3,1960,0,1558,1960,2,2,1508,600,0,1,9,0,0.21,2022.27,260000
4,3,2012,5,1491,1958,1,3,854,0,600,0,8,0,0.19,2016.34,165000
4,4,1979,0,2321,1979,2,2,2321,0,1150,1,13,0,0.25,2020.68,299900
4,4,1979,0,2321,1979,2,2,2321,0,1150,1,13,0,0.25,2016.36,232000
4,4,1979,0,2321,1979,2,2,2321,0,1150,1,13,0,0.25,2016.36,232000
5,3,2019,6,1705,1958,2,3,1705,550,950,1,12,0,0.34,2019.89,257700
5,3,2012,7,1481,1958,1,3,1171,0,400,0,8,0,0.2,2017.84,186000
4,3,2009,5,1352,1961,2,2,1352,0,700,1,8,0,0.18,2021.65,277000
4,3,2000,7,1272,1959,2,3,1272,0,1100,0,11,0,0.16,2017.83,193000
5,3,1957,0,1140,1957,1,2,1117,750,0,0,7,0,0.18,2020.78,203300
4,3,2015,4,1517,1961,2,3,1097,400,0,0,10,0,0.21,2016.11,216875
3,3,1959,0,1080,1959,1,3,1080,800,0,0,10,0,0.22,2016.18,167500
4,3,2010,7,1338,1958,1,3,1338,1100,0,0,9,0,0.15,2016.52,150000
3,3,1957,0,1134,1957,2,3,567,0,550,0,8,0,0.17,2018.28,190000
5,3,1958,0,950,1958,1,2,950,600,0,0,9,0,0.19,2019.69,174900
5,3,1958,0,950,1958,1,2,950,600,0,0,9,0,0.19,2021.76,215500
4,3,2010,7,1101,1963,1,3,1092,0,300,0,6,0,0.18,2017.08,149900
4,3,2010,7,1101,1963,1,3,1092,0,300,0,6,0,0.18,2017.08,149900
5,3,1963,0,1073,1963,2,2,1064,0,900,0,9,0,0.31,2021.78,287000
3,3,1963,0,1057,1963,1,3,1057,500,0,0,8,0,0.24,2016.47,126000
5,3,1963,0,1044,1963,2,3,1044,550,0,0,8,0,0.18,2022.52,260000
3,3,1962,0,1144,1962,1,3,1144,500,0,0,8,0,0.23,2020.04,188571.4286
4,3,1995,5,1124,1965,1,3,1124,0,750,0,11,0,0.14,2019.51,169900
4,3,1964,0,1235,1964,2,3,1235,0,550,1,8,0,0.15,2021.04,227500
4,3,1964,0,1057,1964,1,2,1057,800,0,0,9,0,0.25,2016.80,148000
4,3,1963,0,1052,1963,1,3,1032,350,500,0,10,0,0.21,2020.22,228571.4286
3,3,1964,0,1065,1964,2,3,1039,0,600,1,8,0,0.19,2019.45,142000
4,3,1997,5,1568,1962,1,2,1326,0,1100,0,10,0,0.18,2021.91,242000
4,3,1997,5,1568,1962,1,2,1326,0,1100,0,10,0,0.18,2016.37,194900
4,3,1997,5,1568,1962,1,2,1326,0,1100,0,10,0,0.18,2019.47,212500
3,3,1963,0,1556,1963,2,3,1556,1200,0,0,9,0,0.25,2022.09,275000
3,3,1963,0,1556,1963,2,3,1556,1200,0,0,9,0,0.25,2022.09,275000
5,3,2011,7,1230,1957,1,3,1230,0,950,0,8,0,0.16,2019.35,198000
4,3,1958,0,2219,1958,1,4,900,650,0,1,9,0,0.24,2019.34,237500
4,3,1958,0,1370,1958,1,2,1370,0,1000,0,8,0,0.21,2018.01,165000
3,3,1958,0,1536,1958,2,3,768,0,500,0,10,0,0.22,2019.99,187000
5,3,2016,7,1092,1960,2,3,1040,0,750,0,8,0,0.23,2017.56,174000
4,3,1991,5,1360,1960,1,3,1360,700,0,0,8,0,0.18,2018.04,172500
4,3,2018,4,1300,1962,2,3,1300,0,700,0,11,0,0.23,2017.89,184500
4,3,1960,0,1156,1960,1,3,1156,0,600,0,8,0,0.15,2016.29,155000
3,3,1960,0,1174,1960,1,2,1174,900,0,0,8,0,0.2,2019.28,152500
4,3,1959,0,1305,1959,2,3,649,0,500,0,9,0,0.21,2019.84,192000
4,3,1960,0,1218,1960,1,3,1218,0,600,0,8,0,0.16,2021.66,235000
4,3,1962,0,1022,1962,2,3,981,0,600,1,10,0,0.2,2020.42,199000
5,3,2006,6,1641,1960,2,2,1641,0,950,2,10,0,0.32,2020.48,255300
5,3,2003,7,1370,1960,2,3,1370,0,1000,2,12,0,0.42,2017.99,174615.3846
3,4,1960,0,1809,1960,2,3,648,0,600,1,9,0,0.29,2018.91,214000
3,4,1960,0,1809,1960,2,3,648,0,600,1,9,0,0.29,2018.91,214000
3,4,1960,0,1809,1960,2,3,648,0,600,1,9,0,0.29,2018.91,214000
4,3,1960,0,1590,1960,2,3,822,0,0,1,9,0,0.18,2017.48,197500
3,4,1960,0,2317,1960,2,2,920,0,0,2,9,0,0.31,2022.14,305000
5,3,2016,7,1224,1957,1,2,1224,800,0,2,9,0,0.21,2018.62,288281.25
5,3,2016,7,1224,1957,1,2,1224,800,0,2,9,0,0.21,2021.21,346875
5,3,2016,7,1224,1957,1,2,1224,800,0,2,9,0,0.21,2017.37,276562.5
4,3,1957,0,1040,1957,2,3,1502,0,1050,0,8,0,0.17,2022.58,235000
4,3,1956,0,1490,1956,1,4,918,0,400,0,8,0,0.2,2018.53,170000
4,3,1956,0,1490,1956,1,4,918,0,400,0,8,0,0.2,2018.04,141000
4,2,1956,0,726,1956,2,2,720,0,400,0,6,0,0.19,2021.84,264285.7143
4,3,1962,0,1064,1962,1,3,1064,0,800,0,9,0,0.21,2021.03,204000
4,2,1956,0,900,1956,1,2,900,0,700,0,8,0,0.21,2017.85,126500
5,3,1956,0,1508,1956,1,3,1134,0,850,1,8,0,0.22,2020.31,199900
5,3,1956,0,1508,1956,1,3,1134,0,850,1,8,0,0.22,2017.44,180500
5,3,1958,0,1289,1958,1,3,1127,850,0,0,8,0,0.2,2017.92,165000
5,3,1956,0,1070,1956,1,2,1070,950,0,1,8,0,0.2,2017.73,167000
5,3,1926,0,1260,1926,2,3,900,850,0,0,8,0,0.27,2018.46,300000
5,3,1961,0,1478,1961,2,3,960,0,0,0,8,0,0.21,2018.55,238857.1429
4,3,1956,0,1179,1956,2,3,800,300,0,0,10,0,0.14,2020.95,183000
3,3,1956,0,1181,1956,1,3,1073,800,0,0,10,0,0.38,2019.25,136750
3,3,1956,0,1124,1956,1,3,1124,750,0,0,7,0,0.53,2019.86,108974.359
4,2,1956,0,942,1956,1,3,942,800,0,0,8,0,0.25,2021.67,222222.2222
4,2,1964,0,1266,1964,1,3,1238,0,1150,0,8,0,0.48,2019.40,197802.1978
5,3,1960,0,1073,1960,1,2,1073,0,950,0,9,0,0.2,2018.30,179900
5,3,1960,0,1040,1960,1,3,1040,750,0,0,8,0,0.22,2017.76,158000
4,3,1960,0,1038,1960,1,2,1038,750,0,0,6,0,0.22,2018.77,153500
4,3,1960,0,1230,1960,2,2,1230,0,900,0,9,0,0.33,2019.67,186000
4,3,1994,0,1924,1994,4,3,1843,1000,0,1,13,0,0.61,2019.19,203846.1538
4,3,1995,0,1968,1995,2,3,1140,0,800,0,14,0,0.22,2016.77,232272.7273
5,3,1964,0,1134,1964,2,2,1728,0,750,1,10,0,0.23,2021.17,237500
5,3,1964,0,1134,1964,2,2,1728,0,750,1,10,0,0.23,2021.60,368750
4,3,1973,0,1204,1973,2,3,1204,0,1100,0,11,0,0.21,2020.73,249000
4,3,1968,0,1260,1968,2,3,1260,900,0,0,11,0,0.23,2016.62,191250
4,3,1969,0,1220,1969,2,3,520,0,500,0,9,0,0.36,2020.73,201000
4,3,1964,0,1161,1964,1,3,1161,850,0,1,8,0,0.18,2018.60,185000
5,3,1964,0,1416,1964,2,3,1493,0,1450,0,10,0,0.21,2019.86,218000
4,3,1963,0,975,1963,2,3,975,0,700,0,8,0,0.21,2019.96,175000
5,3,2016,6,977,1962,2,3,957,0,500,0,8,0,0.21,2017.15,157900
3,3,1962,0,1050,1962,2,3,1050,0,200,0,8,0,0.21,2016.83,145000
5,3,1962,0,975,1962,2,2,975,500,0,0,8,0,0.19,2017.53,170000
4,3,1972,0,1044,1972,2,3,984,0,700,0,8,0,0.26,2017.05,183888.8889
3,3,1965,0,988,1965,2,2,988,650,0,0,7,0,0.27,2021.87,300000
5,3,1968,0,1340,1968,2,3,1340,1200,0,0,12,0,0.21,2019.44,222500
4,3,1968,0,1040,1968,1,3,1040,0,900,0,10,0,0.21,2017.13,155000
4,3,1968,0,1040,1968,1,3,1040,0,900,0,10,0,0.21,2017.13,155000
3,3,1969,0,1384,1969,2,2,1160,700,0,1,6,0,0.2,2021.60,226000
3,3,1969,0,1384,1969,2,2,1160,700,0,1,6,0,0.2,2021.60,226000
5,3,1968,0,1425,1968,2,3,885,200,650,0,11,0,0.21,2017.61,201900
4,3,1966,0,1323,1966,2,3,1323,0,1200,1,9,0,0.21,2018.76,192000
3,3,1969,0,1260,1969,2,3,1260,950,0,0,11,0,0.21,2020.93,220000
4,3,1977,0,1235,1977,2,3,1235,250,850,0,12,0,0.21,2020.61,286666.6667
4,3,1978,0,1460,1978,2,3,1460,1000,0,0,9,0,0.21,2020.83,248000
5,3,1976,0,1618,1976,2,3,1450,0,1300,2,11,0,0.21,2018.74,290000
4,3,2005,5,1028,1980,2,3,432,0,350,0,8,0,0.21,2018.51,165000
5,3,1980,0,1232,1980,2,2,1232,950,0,0,8,0,0.21,2017.63,182000
5,3,1980,0,1232,1980,2,2,1232,950,0,0,8,0,0.21,2017.63,182000
3,3,1977,0,1317,1977,2,3,1287,0,950,0,10,0,0.25,2016.82,241848.7395
5,3,1974,0,1759,1974,2,4,989,0,900,1,10,0,0.23,2016.50,223529.4118
4,3,2008,5,1219,1972,2,3,1219,300,0,0,10,0,0.21,2021.98,250000
3,3,1972,0,1546,1972,2,3,624,0,550,1,10,0,0.24,2021.17,217900
4,3,1966,0,1176,1966,2,3,588,0,300,0,6,0,0.19,2017.53,156000
4,3,1966,0,910,1966,2,2,910,0,800,0,8,0,0.26,2022.58,200000
4,3,1973,0,1576,1973,2,3,1576,1000,0,1,11,0,0.26,2018.66,221000
4,3,1973,0,1576,1973,2,3,1576,1000,0,1,11,0,0.26,2020.71,265000
4,3,2017,5,1134,1976,2,3,1025,0,850,1,10,0,0.3,2021.82,314285.7143
4,3,2017,5,1134,1976,2,3,1025,0,850,1,10,0,0.3,2020.73,299857.1429
4,2,1957,0,945,1957,2,2,945,0,600,0,8,0,0.21,2016.24,132000
4,2,1957,0,945,1957,2,2,945,0,600,0,8,0,0.21,2020.75,200000
4,3,1959,0,1328,1959,1,3,998,0,750,2,11,0,0.19,2018.47,140000
4,3,2017,5,1420,1962,3,3,1420,800,0,2,9,0,0.21,2021.61,225000
4,3,2017,5,1420,1962,3,3,1420,800,0,2,9,0,0.21,2018.72,195000
4,3,1962,0,1308,1962,2,3,1308,700,0,0,9,0,0.21,2017.27,157000
3,2,1961,0,825,1961,2,2,825,400,0,0,5,0,0.18,2020.91,125000
5,3,2015,7,1025,1961,2,3,1025,700,0,0,8,0,0.24,2020.81,209000
4,3,1961,0,1025,1961,1,3,1025,0,800,0,8,0,0.21,2020.77,201500
4,2,1959,0,825,1959,2,2,825,0,500,0,8,0,0.21,2017.59,137700
4,3,1961,0,1025,1961,1,3,1025,0,800,0,9,0,0.21,2020.77,205000
4,3,1961,0,1025,1961,1,3,1025,0,800,0,9,0,0.21,2018.93,167500
4,3,1959,0,1120,1959,1,2,1120,0,550,0,9,0,0.21,2020.19,184000
4,3,1959,0,1025,1959,1,3,1025,0,700,0,9,0,0.21,2018.42,172000
3,3,1961,0,1040,1961,1,3,1040,0,750,1,8,0,0.18,2020.78,170000
4,2,1961,0,832,1961,1,2,832,600,0,0,8,0,0.16,2020.34,172000
4,3,1959,0,988,1959,1,3,988,0,800,0,12,0,0.16,2021.10,205000
5,3,2011,4,1556,1966,1,3,1556,700,0,0,12,0,0.22,2017.29,205555.5556
4,3,1972,0,1451,1972,2,3,1451,0,100,0,8,0,0.17,2019.59,186000
5,3,2008,7,1196,1963,2,3,1196,0,700,0,9,0,0.17,2020.86,225000
4,3,1963,0,1067,1963,1,3,1067,600,0,0,8,0,0.17,2018.70,163000
4,3,1963,0,1359,1963,1,3,1359,0,800,0,7,0,0.16,2017.55,175000
4,3,1964,0,1314,1964,2,3,1314,700,0,0,11,0,0.18,2022.58,290000
4,3,1964,0,1155,1964,1,3,1065,0,550,1,8,0,0.19,2019.52,178000
4,3,1963,0,1220,1963,2,3,1220,0,1000,0,8,0,0.21,2020.65,288750
4,3,2005,7,999,1960,1,2,999,0,900,0,10,0,0.15,2020.58,200000
4,2,1960,0,858,1960,1,2,850,0,800,0,8,0,0.15,2019.62,172500
4,2,1960,0,858,1960,1,2,850,0,800,0,8,0,0.15,2021.77,205000
4,2,1960,0,858,1960,1,2,850,0,800,0,8,0,0.15,2016.39,137900
3,2,1960,0,945,1960,2,2,945,700,0,0,7,0,0.15,2020.20,152500
4,3,1960,0,1043,1960,1,3,1023,750,0,0,8,0,0.16,2017.62,138500
5,2,2014,7,1535,1961,1,4,875,0,400,0,11,0,0.16,2016.31,167000
5,3,1961,0,1026,1961,1,3,1026,0,850,0,8,0,0.16,2017.02,154900
4,3,1962,0,1473,1962,1,3,1457,550,900,0,11,0,0.21,2017.52,191000
4,3,1962,0,1053,1962,1,3,1053,750,0,0,8,0,0.21,2022.60,212000
3,3,1962,0,1053,1962,2,3,1053,0,0,0,5,0,0.25,2022.42,158333.3333
5,3,1961,0,1053,1961,0,3,1053,0,850,0,8,0,0.25,2020.55,227777.7778
4,3,1961,0,1377,1961,2,3,1377,500,850,1,9,0,0.21,2019.24,201000
5,3,1961,0,1043,1961,1,3,1023,550,300,1,8,0,0.21,2017.94,170000
4,3,1959,0,1252,1959,1,3,1252,0,800,0,8,0,0.22,2018.83,179000
4,3,1960,0,1148,1960,2,3,1148,0,600,0,8,0,0.24,2019.65,194000
5,3,1959,0,1036,1959,1,2,1036,0,1000,0,8,0,0.19,2016.49,152000
5,3,1959,0,1036,1959,1,2,1036,0,1000,0,8,0,0.19,2021.29,205100
4,2,1959,0,825,1959,2,2,825,0,750,0,9,0,0.15,2017.64,140000
3,3,1961,0,1107,1961,1,3,1025,500,0,0,8,0,0.2,2021.85,185000
4,3,1957,0,1107,1957,1,2,1107,0,800,0,9,0,0.21,2020.72,195000
4,3,1957,0,1107,1957,1,2,1107,0,800,0,9,0,0.21,2018.37,179500
5,3,2014,6,1226,1960,1,3,1226,0,700,0,9,0,0.21,2016.60,164000
4,3,1960,0,1107,1960,1,3,1107,800,0,0,5,0,0.21,2017.72,157500
5,3,1960,0,1154,1960,2,4,600,0,600,0,9,0,0.28,2019.53,194900
4,2,1960,0,924,1960,1,2,924,750,150,0,8,0,0.21,2022.09,220000
4,2,1960,0,924,1960,1,2,924,750,150,0,8,0,0.21,2017.03,135000
5,3,1960,0,1179,1960,2,2,1149,0,1000,0,10,0,0.2,2021.71,261500
5,3,1960,0,1179,1960,2,2,1149,0,1000,0,10,0,0.2,2018.62,210000
4,2,1959,0,825,1959,2,2,825,750,0,0,7,0,0.21,2019.65,167000
5,3,1960,0,1025,1960,2,3,1025,500,0,0,5,0,0.21,2021.42,240000
4,3,1960,0,1025,1960,2,3,1025,0,800,0,9,0,0.23,2021.70,252000
4,3,1960,0,1025,1960,2,3,1025,0,800,0,9,0,0.23,2022.52,260000
5,3,2001,5,1168,1963,2,4,1168,0,800,0,8,0,0.19,2016.62,159900
5,3,1963,0,1416,1963,1,3,960,200,500,1,8,0,0.27,2018.42,189500
4,3,1968,0,1144,1968,2,3,1144,900,0,0,11,0,0.18,2021.62,241500
4,3,1964,0,1323,1964,2,3,1323,1100,0,0,9,0,0.42,2019.12,172500
4,3,1963,0,960,1963,1,3,960,0,700,0,8,0,0.16,2019.99,180000
5,2,2015,5,858,1964,1,2,858,200,450,0,8,0,0.14,2022.40,277000
5,2,2015,5,858,1964,1,2,858,200,450,0,8,0,0.14,2016.83,145000
4,3,1964,0,1486,1964,2,3,1486,0,1250,0,12,0,0.24,2018.38,230000
4,3,1964,0,1486,1964,2,3,1486,0,1250,0,12,0,0.24,2021.13,265000
4,3,1964,0,1486,1964,2,3,1486,0,1250,0,12,0,0.24,2022.73,305000
3,3,1966,0,1220,1966,2,3,1220,0,950,0,10,0,0.23,2017.42,158000
3,3,1966,0,1220,1966,2,3,1220,0,950,0,10,0,0.23,2020.89,198500
4,3,1971,0,1675,1971,2,3,1030,400,300,1,10,0,0.26,2021.66,235000
5,3,1966,0,1134,1966,2,3,1134,0,900,0,8,0,0.21,2019.01,192000
4,3,1966,0,1131,1966,1,2,1131,800,0,0,8,0,0.21,2020.56,205500
4,3,2011,4,1488,1963,1,2,884,0,850,2,8,0,0.21,2021.93,270588.2353
4,3,1965,0,1230,1965,1,3,1230,1100,0,0,8,0,0.21,2020.48,241176.4706
5,3,1965,0,1260,1965,2,3,1260,1200,0,0,10,0,0.21,2019.77,234705.8824
5,3,1965,0,1260,1965,2,3,1260,1200,0,0,10,0,0.21,2022.47,336470.5882
4,3,1965,0,1092,1965,2,3,1092,800,0,0,10,0,0.21,2018.93,182352.9412
4,2,1972,0,910,1972,1,2,884,400,0,0,7,0,0.25,2022.73,344537.8151
4,2,1972,0,910,1972,1,2,884,400,0,0,7,0,0.25,2018.59,247058.8235
4,3,1966,0,1232,1966,2,3,660,0,500,0,10,0,0.24,2020.70,204000
5,3,1968,0,1502,1968,2,3,1502,800,0,0,11,0,0.21,2019.36,225000
